sentence	relation 
TextMate is hailed as the best <e1>editor</e1> for <e2>programmers</e2> by many people.	10
"The <e1>gates</e1> of the <e2>palace</e2> of John the Priest were ""made of sardius, with the horn of the horned snake inwrought, so that no man might bring poison within""."	2
This is more of a production <e1>machine</e1> stitching 600 <e2>stitches</e2> per minute.	17
The enzyme <e1>glutaminase</e1> is removed into both nerve <e2>terminals</e2> and glial cells.	6
The medical <e1>team</e1> of the <e2>army</e2> has undertaken a vaccination drive to prevent outbreak of any epidemic.	2
The infamous <e1>teacher</e1> has been dragged into another child abuse <e2>case</e2>.	18
The user-friendly control device is mounted on the <e1>handgrip</e1> of the <e2>wheelchair</e2>.	2
The <e1>lymphomas</e1> are divided into two major categories: Hodgkin lymphoma and all other <e2>lymphomas</e2>, called non-Hodgkin lymphomas.	18
The pertinent <e1>passage</e1> describes the <e2>flag</e2> as a tricolor consisting of green, white and orange bands.	14
<e1>Bolus</e1> was injected into <e2>ports</e2> above the filter set.	6
Usman was made to dig one place for a foot or so, while the <e1>priest</e1> searched the earth with his <e2>fingers</e2>: The charm did not appear.	3
But none of this was really necessary, because you just head for the largest <e1>building</e1> ever created by <e2>man</e2>.	18
The <e1>dog</e1> was in a <e2>crate</e2> 0.2 cubic inches too small.	4
Fruit juice has all the <e1>fruit</e1> <e2>sugar</e2> and none of the fruit fiber, and only some of the fruit nutrients.	9
She hold the <e1>saw</e1> in place with its <e2>blade</e2> right on the cut line.	3
As the officer shone his flashlight on the lock he was working on, he spotted a <e1>marijuana pipe</e1> laying on the floor inside the <e2>car</e2>.	18
The reference clock <e1>signal</e1> originates from an internal clock <e2>source</e2>.	1
Europeans have rejected <e1>wine</e1> produced from genetically modified <e2>grapevines</e2>, which has caused Californian wine-growers, who rely heavily on the European market, to worry.	8
The superb <e1>location</e1> of this <e2>fortress</e2> allows us a great view over the surrounding mountains.	18
A <e1>Golden retriever</e1> was in a <e2>crate</e2> in the back of the vehicle when it was stolen.	4
All-terrain <e1>vehicle sales</e1> sink into <e2>muck</e2>.	18
An alert victim with a broken neck or severely torn ligament has enough <e1>discomfort</e1> from the <e2>injury</e2> and muscle spasm to force him to hold his neck still.	1
Squirrel stuffed the <e1>acorns</e1> into his <e2>cheeks</e2> until they were puffed up like two furry balloons.	6
A newborn <e1>baby</e1> was found stuffed in a <e2>shoebox</e2> and dumped in the lobby of a Long Island apartment building.	4
Widely previously interpreted as precursory activity to the 1906 earthquake, they have been found to have a strong seasonal pattern and have been postulated to be due to large seasonal sediment loads in coastal bays that overlie faults as a result of the <e1>erosion</e1> caused by <e2>hydraulic mining</e2> in the later years of the California Gold Rush.	1
The Hawke's Bay Herald building was completely destroyed by the <e1>fire</e1> after the <e2>earthquake</e2>.	1
Asia feels the <e1>pain</e1> caused by the <e2>crisis</e2> but could be poised for rapid recovery.	1
<e1>Garbage</e1> is rapidly becoming the topic of <e2>discussion</e2> in business meetings, political conventions, and even at the dinner table.	15
From time to time a <e1>drove</e1> of <e2>goats</e2> or donkeys passed by on its way to the Jardin du Luxembourg.	13
The <e1>watchmaker</e1> makes the <e2>watch</e2>, he winds it up, he sets it going, he is outside the process but he initiates the process, he sets the hands in motion.	17
The <e1>session</e1> discussed about <e2>inter-loans</e2> of performance sets.	14
Interior chief adds <e1>hurdles</e1> for <e2>drilling</e2> on public lands.	18
This past September, the convicted <e1>burglar</e1> escaped from an open <e2>prison</e2>.	8
Holding firmly onto the <e1>stick</e1> of the <e2>plunger</e2>, plant the mouth of it over the toilet hole.	2
This <e1>module</e1> is part of the Virtual Geography department <e2>project</e2> and has been prepared for the Physical Geography Working Group of the Project.	2
Celebrity <e1>royalties</e1> flow into Dutch <e2>tax shelters</e2>.	6
The control <e1>layout</e1> in the cabin comprises <e2>computer displays</e2>, traditional control panels and two joysticks for con- trolling the crane arm.	3
In a moment more the crowd began to gush forth from the <e1>doors</e1> of the <e2>church</e2>.	2
The national <e1>prize</e1> was awarded to Lionacleit fashion <e2>pupils</e2>.	6
"In her emotional acceptance speech, Berry shook off the happy heaves and dedicated her prize to a <e1>sorority</e1> of splendid <e2>sisters</e2>: Dorothy Dandridge, Lena Horne, Diahann Carroll, Jada Pinkett, Angela Bassett, Viveca Fox and ""every nameless, faceless woman of color that now has a chance because this door tonight has been opened."""	13
The <e1>infection</e1> came from a <e2>wound</e2>.	1
An early exit from support measures adopted in response to the global economic crisis could postpone a jobs recovery for years and render the fledgling economic upturn fragile and incomplete, a new <e1>report</e1> by the research <e2>arm</e2> of the International Labour Organization (ILO) says.	16
Then, certain texts do talk about English <e1>society</e1> of various <e2>ages</e2>.	18
Construction <e1>workers</e1> utilized a <e2>crane</e2> to assist in bringing roofing materials up to the top.	11
The other group name, a <e1>rabble</e1> of <e2>butterflies</e2>, is a bit more obscure.	13
Her guardian <e1>angel</e1> went before her, lighting the road with a headlight-like <e2>lantern</e2>.	11
The <e1>pack</e1> contained a <e2>CD</e2> which held a range of resource information sheets and some presentations that could be integrated into your training packages.	5
The resident, who had gone out for a short while when the thieves struck, found the <e1>padlock</e1> of the <e2>flat</e2> broken and all the household articles strewn around.	2
My <e1>remark</e1> pertained to your earlier <e2>comments</e2>.	14
I have an additional concern about body exposure to any electromagnetic <e1>radiation</e1>, from <e2>computers</e2> and cell phones held next to the body.	1
Overall, the <e1>fire</e1> after the <e2>earthquake</e2> burned out 7456 houses in over 530 localities.	1
Focusing on chronic dumping areas the <e1>group</e1> began enforcement action with surveillance <e2>cameras</e2> and day and night patrols.	11
The Italian donated <e1>equipment</e1> to the <e2>charity</e2>.	6
Meurkens is one of those rare musicians who makes you listen to his instrument - the harmonica - as a <e1>virtuoso</e1> <e2>instrument</e2>.	11
The third through seventh phases of the program are the five <e1>wedges</e1> of the <e2>building</e2> from the first floor to the fifth floor.	2
This teaches that the <e1>body</e1> is procreated by the <e2>parents</e2> and the soul and spirit are directly created by God and placed in the body.	16
With the Ramps and platform for off-ground vehicle washing, used <e1>water</e1> is collected in a <e2>receptacle</e2> below platform.	6
Optic <e1>lobes</e1> of the <e2>brain</e2> are connected to the eyes by the optic nerve, Cranial Nerve 1.	2
Here are some <e1>stories</e1> from the international <e2>press</e2> involving Balkan Sunflowers.	8
<e1>Vegetable</e1> <e2>oil</e2> as fuel is a cleaner, safer and less expensive alternative to petroleum based fuel.	9
The contents of the <e1>satchel</e1> were a <e2>revelation</e2>.	18
The <e1>clutter</e1> in my <e2>house</e2> was destroying me.	18
That <e1>car</e1> had a number of GPS sensors and lasers, a <e2>camera</e2>, and other equipment to help it make its way through the course.	3
Pancreatitis is an <e1>inflammation</e1> of the pancreas caused by a <e2>malfunction</e2> involving the digestive enzymes that the pancreas makes.	1
The dog clutch is a sliding selector mechanism which is splined to the output shaft, meaning that its <e1>hub</e1> has <e2>teeth</e2> that fit into slots (splines) on the shaft, forcing it to rotate with that shaft.	3
The victim slipped off the gangway while attempting to close the <e1>lid</e1> of the <e2>tank</e2> trailer.	18
The 77-year-old is <e1>suffering</e1> from <e2>exhaustion</e2> and he will undergo medical tests.	1
The <e1>printer</e1> covers the plate with a sheet of <e2>paper</e2> and runs both through a press under light pressure.	11
Lebanese <e1>gays</e1> come out of <e2>closet</e2>, but quietly.	8
The freeze-dried dura <e1>mater</e1> was placed into warm sterile <e2>saline</e2> for 20 minutes before grafting.	6
The <e1>team</e1> won the Association's championship with some <e2>regularity</e2>.	18
The <e1>painting</e1> represents the last <e2>meal</e2> shared by Jesus with his disciples before his capture and death.	14
In tele-operation, a human <e1>operator</e1> manipulates a control <e2>stick</e2> to generate a command signal so that a robot performs a specified task.	11
Swype -- founded by the Cliff Kushler, the <e1>inventor</e1> of the T9 text input <e2>technology</e2> -- raised $1.3 million earlier this year.	18
<e1>Soya farming</e1> is one of the main causes of tropical <e2>deforestation</e2>, which currently produces a fifth of global climate change.	0
The <e1>flu shot</e1> was given to young <e2>children</e2>, pregnant women, and elders first.	6
A <e1>copy</e1> was sent to your <e2>e-mail address</e2>.	6
The <e1>colitis</e1> usually is caused by taking <e2>antibiotics</e2>.	1
The scientists poured <e1>money</e1> into pint <e2>cancer research</e2>.	6
A <e1>train</e1> ran into a <e2>truck</e2>, leaving 14 dead.	6
<e1>Biodiesel</e1> is derived from vegetable <e2>oils</e2>.	8
Many people gamble away their rent and grocery money just to take a chance on a <e1>leash</e1> of <e2>greyhounds</e2> chasing a mechanical rabbit.	13
This <e1>heart</e1> was put inside a <e2>dog</e2> after its own heart had been removed.	6
Excessive anxiety, worry or <e1>fear</e1> are among the causes of <e2>heart attack</e2>.	0
The <e1>tail</e1> is long and thin with a blue central tail <e2>feather</e2>.	3
But the <e1>discomfort</e1> caused by the <e2>ointment</e2> and the duration of treatment often result in non-compliance.	1
The <e1>food</e1> is made from <e2>scratch</e2>, fresh daily.	8
This <e1>point</e1> has been discussed in several <e2>legal battles</e2> over the years.	15
Delegates from the developing world have suspended their participation in <e1>climate change</e1> <e2>talks</e2> in Copenhagen today, bringing negotiations to a temporary stop.	15
His donating <e1>blood</e1> to an unknown <e2>patient</e2> was a good thing to do.	6
On the other, there's the man of letters Jim, a stalwart of book festivals from Edinburgh to Richmond, the <e1>author</e1> of an acclaimed <e2>study</e2> on the progress of music, chairman of last year's Man Booker Prize and the presenter of the long-running Radio 4 series Book Club.	17
